F.ID,F.ID.W,Site,Transect,Habitat,Edgedist,Season,Date,GUD,Available,Forage,Tmax,Tmin,Tmed,Urine,Precip
B2woods60,B2woods60summer,B,2,woods,60,summer,7.5.2019,1571,1600,NO,34.444,20.778,27.611,no.urine,0
B2woods20,B2woods20summer,B,2,woods,20,summer,7.5.2019,1582,1600,NO,34.444,20.778,27.611,no.urine,0
B2edge0,B2edge0summer,B,2,edge,0,summer,7.5.2019,1477,1600,YES,34.444,20.778,27.611,no.urine,0
B2field20,B2field20summer,B,2,field,20,summer,7.5.2019,1551,1600,NO,34.444,20.778,27.611,no.urine,0
B2field60,B2field60summer,B,2,field,60,summer,7.5.2019,268,1600,YES,34.444,20.778,27.611,no.urine,0
B3woods60,B3woods60summer,B,3,woods,60,summer,7.5.2019,1587,1600,NO,34.444,20.778,27.611,no.urine,0
B3woods20,B3woods20summer,B,3,woods,20,summer,7.5.2019,1565,1600,NO,34.444,20.778,27.611,no.urine,0
B3edge0,B3edge0summer,B,3,edge,0,summer,7.5.2019,1556,1600,NO,34.444,20.778,27.611,no.urine,0
B3field20,B3field20summer,B,3,field,20,summer,7.5.2019,1385,1600,YES,34.444,20.778,27.611,no.urine,0
B3field60,B3field60summer,B,3,field,60,summer,7.5.2019,1241,1600,YES,34.444,20.778,27.611,no.urine,0
B1woods60,B1woods60summer,B,1,woods,60,summer,7.6.2019,1562,1600,NO,34.167,20.889,27.528,no.urine,0.102
B1woods20,B1woods20summer,B,1,woods,20,summer,7.6.2019,1549,1600,NO,34.167,20.889,27.528,no.urine,0.102
B1edge0,B1edge0summer,B,1,edge,0,summer,7.6.2019,1265,1600,YES,34.167,20.889,27.528,no.urine,0.102
B1field20,B1field20summer,B,1,field,20,summer,7.6.2019,1578,1600,NO,34.167,20.889,27.528,no.urine,0.102
B1field60,B1field60summer,B,1,field,60,summer,7.6.2019,1545,1600,NO,34.167,20.889,27.528,no.urine,0.102
B2woods60,B2woods60summer,B,2,woods,60,summer,7.6.2019,1560,1600,NO,34.167,20.889,27.528,no.urine,0.102
B2woods20,B2woods20summer,B,2,woods,20,summer,7.6.2019,1558,1600,NO,34.167,20.889,27.528,no.urine,0.102
B2edge0,B2edge0summer,B,2,edge,0,summer,7.6.2019,1575,1600,NO,34.167,20.889,27.528,no.urine,0.102
B2field20,B2field20summer,B,2,field,20,summer,7.6.2019,1538,1600,NO,34.167,20.889,27.528,no.urine,0.102
B2field60,B2field60summer,B,2,field,60,summer,7.6.2019,592,1600,YES,34.167,20.889,27.528,no.urine,0.102
B3woods60,B3woods60summer,B,3,woods,60,summer,7.6.2019,1583,1600,NO,34.167,20.889,27.528,no.urine,0.102
B3woods20,B3woods20summer,B,3,woods,20,summer,7.6.2019,1565,1600,NO,34.167,20.889,27.528,no.urine,0.102
B3edge0,B3edge0summer,B,3,edge,0,summer,7.6.2019,1542,1600,NO,34.167,20.889,27.528,no.urine,0.102
B3field20,B3field20summer,B,3,field,20,summer,7.6.2019,734,1600,YES,34.167,20.889,27.528,no.urine,0.102
B3field60,B3field60summer,B,3,field,60,summer,7.6.2019,1415,1600,YES,34.167,20.889,27.528,no.urine,0.102
B1woods60,B1woods60summer,B,1,woods,60,summer,7.7.2019,1553,1600,NO,30.722,21.944,26.333,no.urine,0
B1woods20,B1woods20summer,B,1,woods,20,summer,7.7.2019,1538,1600,NO,30.722,21.944,26.333,no.urine,0
B1edge0,B1edge0summer,B,1,edge,0,summer,7.7.2019,836,1600,YES,30.722,21.944,26.333,no.urine,0
B1field20,B1field20summer,B,1,field,20,summer,7.7.2019,1545,1600,NO,30.722,21.944,26.333,no.urine,0
B1field60,B1field60summer,B,1,field,60,summer,7.7.2019,1591,1600,NO,30.722,21.944,26.333,no.urine,0
B2woods60,B2woods60summer,B,2,woods,60,summer,7.7.2019,1563,1600,NO,30.722,21.944,26.333,no.urine,0
B2woods20,B2woods20summer,B,2,woods,20,summer,7.7.2019,1577,1600,NO,30.722,21.944,26.333,no.urine,0
B2edge0,B2edge0summer,B,2,edge,0,summer,7.7.2019,1484,1600,YES,30.722,21.944,26.333,no.urine,0
B2field20,B2field20summer,B,2,field,20,summer,7.7.2019,437,1600,YES,30.722,21.944,26.333,no.urine,0
B2field60,B2field60summer,B,2,field,60,summer,7.7.2019,266,1600,YES,30.722,21.944,26.333,no.urine,0
B3woods60,B3woods60summer,B,3,woods,60,summer,7.7.2019,1571,1600,NO,30.722,21.944,26.333,no.urine,0
B3woods20,B3woods20summer,B,3,woods,20,summer,7.7.2019,1571,1600,NO,30.722,21.944,26.333,no.urine,0
B3edge0,B3edge0summer,B,3,edge,0,summer,7.7.2019,1559,1600,NO,30.722,21.944,26.333,no.urine,0
B3field20,B3field20summer,B,3,field,20,summer,7.7.2019,1092,1600,YES,30.722,21.944,26.333,no.urine,0
B3field60,B3field60summer,B,3,field,60,summer,7.7.2019,1303,1600,YES,30.722,21.944,26.333,no.urine,0
C1woods60,C1woods60summer,C,1,woods,60,summer,7.2.2019,1577,1600,NO,31.278,19.722,25.5,no.urine,0
C1woods20,C1woods20summer,C,1,woods,20,summer,7.2.2019,1585,1600,NO,31.278,19.722,25.5,no.urine,0
C1edge0,C1edge0summer,C,1,edge,0,summer,7.2.2019,1569,1600,NO,31.278,19.722,25.5,no.urine,0
C1field20,C1field20summer,C,1,field,20,summer,7.2.2019,1578,1600,NO,31.278,19.722,25.5,no.urine,0
C1field60,C1field60summer,C,1,field,60,summer,7.2.2019,1563,1600,NO,31.278,19.722,25.5,no.urine,0
C2woods60,C2woods60summer,C,2,woods,60,summer,7.2.2019,1563,1600,NO,31.278,19.722,25.5,no.urine,0
C2woods20,C2woods20summer,C,2,woods,20,summer,7.2.2019,1542,1600,NO,31.278,19.722,25.5,no.urine,0
C2edge0,C2edge0summer,C,2,edge,0,summer,7.2.2019,1576,1600,NO,31.278,19.722,25.5,no.urine,0
C2field20,C2field20summer,C,2,field,20,summer,7.2.2019,1564,1600,NO,31.278,19.722,25.5,no.urine,0
C2field60,C2field60summer,C,2,field,60,summer,7.2.2019,1527,1600,NO,31.278,19.722,25.5,no.urine,0
C3woods60,C3woods60summer,C,3,woods,60,summer,7.2.2019,1582,1600,NO,31.278,19.722,25.5,no.urine,0
C3woods20,C3woods20summer,C,3,woods,20,summer,7.2.2019,1574,1600,NO,31.278,19.722,25.5,no.urine,0
C3edge0,C3edge0summer,C,3,edge,0,summer,7.2.2019,1571,1600,NO,31.278,19.722,25.5,no.urine,0
C3field20,C3field20summer,C,3,field,20,summer,7.2.2019,1575,1600,NO,31.278,19.722,25.5,no.urine,0
C3field60,C3field60summer,C,3,field,60,summer,7.2.2019,1561,1600,NO,31.278,19.722,25.5,no.urine,0
C1woods60,C1woods60summer,C,1,woods,60,summer,7.3.2019,1583,1600,NO,31.111,20,25.556,no.urine,0.66
C1woods20,C1woods20summer,C,1,woods,20,summer,7.3.2019,1560,1600,NO,31.111,20,25.556,no.urine,0.66
C1edge0,C1edge0summer,C,1,edge,0,summer,7.3.2019,1547,1600,NO,31.111,20,25.556,no.urine,0.66
C1field20,C1field20summer,C,1,field,20,summer,7.3.2019,877,1600,YES,31.111,20,25.556,no.urine,0.66
C1field60,C1field60summer,C,1,field,60,summer,7.3.2019,1371,1600,YES,31.111,20,25.556,no.urine,0.66
C2woods60,C2woods60summer,C,2,woods,60,summer,7.3.2019,1589,1600,NO,31.111,20,25.556,no.urine,0.66
C2woods20,C2woods20summer,C,2,woods,20,summer,7.3.2019,1575,1600,NO,31.111,20,25.556,no.urine,0.66
C2edge0,C2edge0summer,C,2,edge,0,summer,7.3.2019,1565,1600,NO,31.111,20,25.556,no.urine,0.66
C2field20,C2field20summer,C,2,field,20,summer,7.3.2019,1594,1600,NO,31.111,20,25.556,no.urine,0.66
C2field60,C2field60summer,C,2,field,60,summer,7.3.2019,1366,1600,YES,31.111,20,25.556,no.urine,0.66
C3woods60,C3woods60summer,C,3,woods,60,summer,7.3.2019,1577,1600,NO,31.111,20,25.556,no.urine,0.66
C3woods20,C3woods20summer,C,3,woods,20,summer,7.3.2019,1596,1600,NO,31.111,20,25.556,no.urine,0.66
C3edge0,C3edge0summer,C,3,edge,0,summer,7.3.2019,1556,1600,NO,31.111,20,25.556,no.urine,0.66
C3field20,C3field20summer,C,3,field,20,summer,7.3.2019,1477,1600,YES,31.111,20,25.556,no.urine,0.66
C3field60,C3field60summer,C,3,field,60,summer,7.3.2019,1509,1600,YES,31.111,20,25.556,no.urine,0.66
C1woods60,C1woods60summer,C,1,woods,60,summer,7.4.2019,1592,1600,NO,29.611,20.222,24.917,no.urine,0
C1woods20,C1woods20summer,C,1,woods,20,summer,7.4.2019,1597,1600,NO,29.611,20.222,24.917,no.urine,0
C1edge0,C1edge0summer,C,1,edge,0,summer,7.4.2019,1568,1600,NO,29.611,20.222,24.917,no.urine,0
C1field20,C1field20summer,C,1,field,20,summer,7.4.2019,490,1600,YES,29.611,20.222,24.917,no.urine,0
C1field60,C1field60summer,C,1,field,60,summer,7.4.2019,768,1600,YES,29.611,20.222,24.917,no.urine,0
C2woods60,C2woods60summer,C,2,woods,60,summer,7.4.2019,1580,1600,NO,29.611,20.222,24.917,no.urine,0
C2woods20,C2woods20summer,C,2,woods,20,summer,7.4.2019,1600,1600,NO,29.611,20.222,24.917,no.urine,0
C2edge0,C2edge0summer,C,2,edge,0,summer,7.4.2019,1583,1600,NO,29.611,20.222,24.917,no.urine,0
C2field20,C2field20summer,C,2,field,20,summer,7.4.2019,1588,1600,NO,29.611,20.222,24.917,no.urine,0
C2field60,C2field60summer,C,2,field,60,summer,7.4.2019,1184,1600,YES,29.611,20.222,24.917,no.urine,0
C3woods60,C3woods60summer,C,3,woods,60,summer,7.4.2019,1582,1600,NO,29.611,20.222,24.917,no.urine,0
C3woods20,C3woods20summer,C,3,woods,20,summer,7.4.2019,1600,1600,NO,29.611,20.222,24.917,no.urine,0
C3edge0,C3edge0summer,C,3,edge,0,summer,7.4.2019,1594,1600,NO,29.611,20.222,24.917,no.urine,0
C3field20,C3field20summer,C,3,field,20,summer,7.4.2019,1589,1600,NO,29.611,20.222,24.917,no.urine,0
C3field60,C3field60summer,C,3,field,60,summer,7.4.2019,1563,1600,NO,29.611,20.222,24.917,no.urine,0
C1woods60,C1woods60summer,C,1,woods,60,summer,7.5.2019,1268,1600,YES,31.778,20.278,26.028,no.urine,0
C1woods20,C1woods20summer,C,1,woods,20,summer,7.5.2019,1579,1600,NO,31.778,20.278,26.028,no.urine,0
C1edge0,C1edge0summer,C,1,edge,0,summer,7.5.2019,1486,1600,YES,31.778,20.278,26.028,no.urine,0
C1field20,C1field20summer,C,1,field,20,summer,7.5.2019,1266,1600,YES,31.778,20.278,26.028,no.urine,0
C1field60,C1field60summer,C,1,field,60,summer,7.5.2019,1504,1600,YES,31.778,20.278,26.028,no.urine,0
C2woods60,C2woods60summer,C,2,woods,60,summer,7.5.2019,1588,1600,NO,31.778,20.278,26.028,no.urine,0
C2woods20,C2woods20summer,C,2,woods,20,summer,7.5.2019,1596,1600,NO,31.778,20.278,26.028,no.urine,0
C2edge0,C2edge0summer,C,2,edge,0,summer,7.5.2019,1580,1600,NO,31.778,20.278,26.028,no.urine,0
C2field20,C2field20summer,C,2,field,20,summer,7.5.2019,1593,1600,NO,31.778,20.278,26.028,no.urine,0
C2field60,C2field60summer,C,2,field,60,summer,7.5.2019,1594,1600,NO,31.778,20.278,26.028,no.urine,0
C3woods60,C3woods60summer,C,3,woods,60,summer,7.5.2019,1227,1600,YES,31.778,20.278,26.028,no.urine,0
C3woods20,C3woods20summer,C,3,woods,20,summer,7.5.2019,1597,1600,NO,31.778,20.278,26.028,no.urine,0
C3edge0,C3edge0summer,C,3,edge,0,summer,7.5.2019,1568,1600,NO,31.778,20.278,26.028,no.urine,0
C3field20,C3field20summer,C,3,field,20,summer,7.5.2019,1502,1600,YES,31.778,20.278,26.028,no.urine,0
C3field60,C3field60summer,C,3,field,60,summer,7.5.2019,1576,1600,NO,31.778,20.278,26.028,no.urine,0
C1woods60,C1woods60summer,C,1,woods,60,summer,7.6.2019,1589,1600,NO,31.778,20.5,26.139,no.urine,0.864
C1woods20,C1woods20summer,C,1,woods,20,summer,7.6.2019,1591,1600,NO,31.778,20.5,26.139,no.urine,0.864
C1edge0,C1edge0summer,C,1,edge,0,summer,7.6.2019,1367,1600,YES,31.778,20.5,26.139,no.urine,0.864
C1field20,C1field20summer,C,1,field,20,summer,7.6.2019,1190,1600,YES,31.778,20.5,26.139,no.urine,0.864
C1field60,C1field60summer,C,1,field,60,summer,7.6.2019,1123,1600,YES,31.778,20.5,26.139,no.urine,0.864
C2woods60,C2woods60summer,C,2,woods,60,summer,7.6.2019,1574,1600,NO,31.778,20.5,26.139,no.urine,0.864
C2woods20,C2woods20summer,C,2,woods,20,summer,7.6.2019,1564,1600,NO,31.778,20.5,26.139,no.urine,0.864
C2edge0,C2edge0summer,C,2,edge,0,summer,7.6.2019,1590,1600,NO,31.778,20.5,26.139,no.urine,0.864
C2field20,C2field20summer,C,2,field,20,summer,7.6.2019,1594,1600,NO,31.778,20.5,26.139,no.urine,0.864
C2field60,C2field60summer,C,2,field,60,summer,7.6.2019,1452,1600,YES,31.778,20.5,26.139,no.urine,0.864
C3woods60,C3woods60summer,C,3,woods,60,summer,7.6.2019,1584,1600,NO,31.778,20.5,26.139,no.urine,0.864
C3woods20,C3woods20summer,C,3,woods,20,summer,7.6.2019,1590,1600,NO,31.778,20.5,26.139,no.urine,0.864
C3edge0,C3edge0summer,C,3,edge,0,summer,7.6.2019,1502,1600,YES,31.778,20.5,26.139,no.urine,0.864
C3field20,C3field20summer,C,3,field,20,summer,7.6.2019,1413,1600,YES,31.778,20.5,26.139,no.urine,0.864
C3field60,C3field60summer,C,3,field,60,summer,7.6.2019,1595,1600,NO,31.778,20.5,26.139,no.urine,0.864
C1woods60,C1woods60summer,C,1,woods,60,summer,7.7.2019,1593,1600,NO,31,21.5,26.25,no.urine,0.94
C1woods20,C1woods20summer,C,1,woods,20,summer,7.7.2019,1594,1600,NO,31,21.5,26.25,no.urine,0.94
C1edge0,C1edge0summer,C,1,edge,0,summer,7.7.2019,1562,1600,NO,31,21.5,26.25,no.urine,0.94
C1field20,C1field20summer,C,1,field,20,summer,7.7.2019,1584,1600,NO,31,21.5,26.25,no.urine,0.94
C1field60,C1field60summer,C,1,field,60,summer,7.7.2019,1429,1600,YES,31,21.5,26.25,no.urine,0.94
C2woods60,C2woods60summer,C,2,woods,60,summer,7.7.2019,1598,1600,NO,31,21.5,26.25,no.urine,0.94
C2woods20,C2woods20summer,C,2,woods,20,summer,7.7.2019,1584,1600,NO,31,21.5,26.25,no.urine,0.94
C2edge0,C2edge0summer,C,2,edge,0,summer,7.7.2019,1582,1600,NO,31,21.5,26.25,no.urine,0.94
C2field20,C2field20summer,C,2,field,20,summer,7.7.2019,1591,1600,NO,31,21.5,26.25,no.urine,0.94
C2field60,C2field60summer,C,2,field,60,summer,7.7.2019,1443,1600,YES,31,21.5,26.25,no.urine,0.94
C3woods60,C3woods60summer,C,3,woods,60,summer,7.7.2019,1582,1600,NO,31,21.5,26.25,no.urine,0.94
C3woods20,C3woods20summer,C,3,woods,20,summer,7.7.2019,1581,1600,NO,31,21.5,26.25,no.urine,0.94
C3edge0,C3edge0summer,C,3,edge,0,summer,7.7.2019,1540,1600,NO,31,21.5,26.25,no.urine,0.94
C3field20,C3field20summer,C,3,field,20,summer,7.7.2019,1218,1600,YES,31,21.5,26.25,no.urine,0.94
C3field60,C3field60summer,C,3,field,60,summer,7.7.2019,1474,1600,YES,31,21.5,26.25,no.urine,0.94
A1woods60,A1woods60fall,A,1,woods,60,fall,10.9.2019,423,1600,YES,20.889,5.778,13.333,no.urine,0
A1woods20,A1woods20fall,A,1,woods,20,fall,10.9.2019,1584,1600,NO,20.889,5.778,13.333,no.urine,0
A1edge0,A1edge0fall,A,1,edge,0,fall,10.9.2019,11,1600,YES,20.889,5.778,13.333,no.urine,0
A1field20,A1field20fall,A,1,field,20,fall,10.9.2019,1595,1600,NO,20.889,5.778,13.333,no.urine,0
A1field60,A1field60fall,A,1,field,60,fall,10.9.2019,1587,1600,NO,20.889,5.778,13.333,no.urine,0
A2woods60,A2woods60fall,A,2,woods,60,fall,10.9.2019,1446,1600,YES,20.889,5.778,13.333,no.urine,0
A2woods20,A2woods20fall,A,2,woods,20,fall,10.9.2019,1366,1600,YES,20.889,5.778,13.333,no.urine,0
A2edge0,A2edge0fall,A,2,edge,0,fall,10.9.2019,1496,1600,YES,20.889,5.778,13.333,no.urine,0
A2field20,A2field20fall,A,2,field,20,fall,10.9.2019,573,1600,YES,20.889,5.778,13.333,no.urine,0
A2field60,A2field60fall,A,2,field,60,fall,10.9.2019,1560,1600,NO,20.889,5.778,13.333,no.urine,0
A3woods60,A3woods60fall,A,3,woods,60,fall,10.9.2019,1583,1600,NO,20.889,5.778,13.333,no.urine,0
A3woods20,A3woods20fall,A,3,woods,20,fall,10.9.2019,1577,1600,NO,20.889,5.778,13.333,no.urine,0
A3edge0,A3edge0fall,A,3,edge,0,fall,10.9.2019,1594,1600,NO,20.889,5.778,13.333,no.urine,0
A3field20,A3field20fall,A,3,field,20,fall,10.9.2019,1591,1600,NO,20.889,5.778,13.333,no.urine,0
A3field60,A3field60fall,A,3,field,60,fall,10.9.2019,51,1600,YES,20.889,5.778,13.333,no.urine,0
A1woods60,A1woods60fall,A,1,woods,60,fall,10.10.2019,58,1600,YES,22.056,6.778,14.417,no.urine,0
A1woods20,A1woods20fall,A,1,woods,20,fall,10.10.2019,494,1600,YES,22.056,6.778,14.417,no.urine,0
A1edge0,A1edge0fall,A,1,edge,0,fall,10.10.2019,11,1600,YES,22.056,6.778,14.417,no.urine,0
A1field20,A1field20fall,A,1,field,20,fall,10.10.2019,774,1600,YES,22.056,6.778,14.417,no.urine,0
A1field60,A1field60fall,A,1,field,60,fall,10.10.2019,1544,1600,NO,22.056,6.778,14.417,no.urine,0
A2woods60,A2woods60fall,A,2,woods,60,fall,10.10.2019,1575,1600,NO,22.056,6.778,14.417,no.urine,0
A2woods20,A2woods20fall,A,2,woods,20,fall,10.10.2019,272,1600,YES,22.056,6.778,14.417,no.urine,0
A2edge0,A2edge0fall,A,2,edge,0,fall,10.10.2019,399,1600,YES,22.056,6.778,14.417,no.urine,0
A2field20,A2field20fall,A,2,field,20,fall,10.10.2019,753,1600,YES,22.056,6.778,14.417,no.urine,0
A2field60,A2field60fall,A,2,field,60,fall,10.10.2019,508,1600,YES,22.056,6.778,14.417,no.urine,0
A3woods60,A3woods60fall,A,3,woods,60,fall,10.10.2019,1561,1600,NO,22.056,6.778,14.417,no.urine,0
A3woods20,A3woods20fall,A,3,woods,20,fall,10.10.2019,1436,1600,YES,22.056,6.778,14.417,no.urine,0
A3edge0,A3edge0fall,A,3,edge,0,fall,10.10.2019,1219,1600,YES,22.056,6.778,14.417,no.urine,0
A3field20,A3field20fall,A,3,field,20,fall,10.10.2019,1578,1600,NO,22.056,6.778,14.417,no.urine,0
A3field60,A3field60fall,A,3,field,60,fall,10.10.2019,1598,1600,NO,22.056,6.778,14.417,no.urine,0
A1woods60,A1woods60fall,A,1,woods,60,fall,10.11.2019,31,1600,YES,26.111,11.5,18.806,no.urine,0
A1woods20,A1woods20fall,A,1,woods,20,fall,10.11.2019,1561,1600,NO,26.111,11.5,18.806,no.urine,0
A1edge0,A1edge0fall,A,1,edge,0,fall,10.11.2019,1579,1600,NO,26.111,11.5,18.806,no.urine,0
A1field20,A1field20fall,A,1,field,20,fall,10.11.2019,343,1600,YES,26.111,11.5,18.806,no.urine,0
A1field60,A1field60fall,A,1,field,60,fall,10.11.2019,417,1600,YES,26.111,11.5,18.806,no.urine,0
A2woods60,A2woods60fall,A,2,woods,60,fall,10.11.2019,651,1600,YES,26.111,11.5,18.806,no.urine,0
A2woods20,A2woods20fall,A,2,woods,20,fall,10.11.2019,179,1600,YES,26.111,11.5,18.806,no.urine,0
A2edge0,A2edge0fall,A,2,edge,0,fall,10.11.2019,1181,1600,YES,26.111,11.5,18.806,no.urine,0
A2field20,A2field20fall,A,2,field,20,fall,10.11.2019,303,1600,YES,26.111,11.5,18.806,no.urine,0
A2field60,A2field60fall,A,2,field,60,fall,10.11.2019,608,1600,YES,26.111,11.5,18.806,no.urine,0
A3woods60,A3woods60fall,A,3,woods,60,fall,10.11.2019,1498,1600,YES,26.111,11.5,18.806,no.urine,0
A3woods20,A3woods20fall,A,3,woods,20,fall,10.11.2019,1582,1600,NO,26.111,11.5,18.806,no.urine,0
A3edge0,A3edge0fall,A,3,edge,0,fall,10.11.2019,1571,1600,NO,26.111,11.5,18.806,no.urine,0
A3field20,A3field20fall,A,3,field,20,fall,10.11.2019,1585,1600,NO,26.111,11.5,18.806,no.urine,0
A3field60,A3field60fall,A,3,field,60,fall,10.11.2019,970,1600,YES,26.111,11.5,18.806,no.urine,0
A1woods60,A1woods60fall,A,1,woods,60,fall,10.12.2019,1589,1600,NO,26.111,4.389,15.25,no.urine,0.305
A1woods20,A1woods20fall,A,1,woods,20,fall,10.12.2019,1576,1600,NO,26.111,4.389,15.25,no.urine,0.305
A1edge0,A1edge0fall,A,1,edge,0,fall,10.12.2019,1287,1600,YES,26.111,4.389,15.25,no.urine,0.305
A1field20,A1field20fall,A,1,field,20,fall,10.12.2019,782,1600,YES,26.111,4.389,15.25,no.urine,0.305
A1field60,A1field60fall,A,1,field,60,fall,10.12.2019,1255,1600,YES,26.111,4.389,15.25,no.urine,0.305
A2woods60,A2woods60fall,A,2,woods,60,fall,10.12.2019,1598,1600,NO,26.111,4.389,15.25,no.urine,0.305
A2woods20,A2woods20fall,A,2,woods,20,fall,10.12.2019,1587,1600,NO,26.111,4.389,15.25,no.urine,0.305
A2edge0,A2edge0fall,A,2,edge,0,fall,10.12.2019,1590,1600,NO,26.111,4.389,15.25,no.urine,0.305
A2field20,A2field20fall,A,2,field,20,fall,10.12.2019,1346,1600,YES,26.111,4.389,15.25,no.urine,0.305
A2field60,A2field60fall,A,2,field,60,fall,10.12.2019,1079,1600,YES,26.111,4.389,15.25,no.urine,0.305
A3woods60,A3woods60fall,A,3,woods,60,fall,10.12.2019,1547,1600,NO,26.111,4.389,15.25,no.urine,0.305
A3woods20,A3woods20fall,A,3,woods,20,fall,10.12.2019,1597,1600,NO,26.111,4.389,15.25,no.urine,0.305
A3edge0,A3edge0fall,A,3,edge,0,fall,10.12.2019,1296,1600,YES,26.111,4.389,15.25,no.urine,0.305
A3field20,A3field20fall,A,3,field,20,fall,10.12.2019,1485,1600,YES,26.111,4.389,15.25,no.urine,0.305
A3field60,A3field60fall,A,3,field,60,fall,10.12.2019,1338,1600,YES,26.111,4.389,15.25,no.urine,0.305
A1woods60,A1woods60fall,A,1,woods,60,fall,10.13.2019,1490,1600,YES,12.278,1.5,6.889,no.urine,0
A1woods20,A1woods20fall,A,1,woods,20,fall,10.13.2019,1546,1600,NO,12.278,1.5,6.889,no.urine,0
A1edge0,A1edge0fall,A,1,edge,0,fall,10.13.2019,1094,1600,YES,12.278,1.5,6.889,no.urine,0
A1field20,A1field20fall,A,1,field,20,fall,10.13.2019,763,1600,YES,12.278,1.5,6.889,no.urine,0
A1field60,A1field60fall,A,1,field,60,fall,10.13.2019,752,1600,YES,12.278,1.5,6.889,no.urine,0
A2woods60,A2woods60fall,A,2,woods,60,fall,10.13.2019,1593,1600,NO,12.278,1.5,6.889,no.urine,0
A2woods20,A2woods20fall,A,2,woods,20,fall,10.13.2019,1529,1600,NO,12.278,1.5,6.889,no.urine,0
A2edge0,A2edge0fall,A,2,edge,0,fall,10.13.2019,1548,1600,NO,12.278,1.5,6.889,no.urine,0
A2field20,A2field20fall,A,2,field,20,fall,10.13.2019,1600,1600,NO,12.278,1.5,6.889,no.urine,0
A2field60,A2field60fall,A,2,field,60,fall,10.13.2019,1474,1600,YES,12.278,1.5,6.889,no.urine,0
A3woods60,A3woods60fall,A,3,woods,60,fall,10.13.2019,1600,1600,NO,12.278,1.5,6.889,no.urine,0
A3woods20,A3woods20fall,A,3,woods,20,fall,10.13.2019,1587,1600,NO,12.278,1.5,6.889,no.urine,0
A3edge0,A3edge0fall,A,3,edge,0,fall,10.13.2019,1563,1600,NO,12.278,1.5,6.889,no.urine,0
A3field20,A3field20fall,A,3,field,20,fall,10.13.2019,1128,1600,YES,12.278,1.5,6.889,no.urine,0
A3field60,A3field60fall,A,3,field,60,fall,10.13.2019,586,1600,YES,12.278,1.5,6.889,no.urine,0
A1woods60,A1woods60fall,A,1,woods,60,fall,10.14.2019,1534,1600,NO,19.5,5.722,12.611,no.urine,0
A1woods20,A1woods20fall,A,1,woods,20,fall,10.14.2019,169,1600,YES,19.5,5.722,12.611,no.urine,0
A1edge0,A1edge0fall,A,1,edge,0,fall,10.14.2019,1563,1600,NO,19.5,5.722,12.611,no.urine,0
A1field20,A1field20fall,A,1,field,20,fall,10.14.2019,279,1600,YES,19.5,5.722,12.611,no.urine,0
A1field60,A1field60fall,A,1,field,60,fall,10.14.2019,1216,1600,YES,19.5,5.722,12.611,no.urine,0
A2woods60,A2woods60fall,A,2,woods,60,fall,10.14.2019,1571,1600,NO,19.5,5.722,12.611,no.urine,0
A2woods20,A2woods20fall,A,2,woods,20,fall,10.14.2019,79,1600,YES,19.5,5.722,12.611,no.urine,0
A2edge0,A2edge0fall,A,2,edge,0,fall,10.14.2019,1142,1600,YES,19.5,5.722,12.611,no.urine,0
A2field20,A2field20fall,A,2,field,20,fall,10.14.2019,1095,1600,YES,19.5,5.722,12.611,no.urine,0
A2field60,A2field60fall,A,2,field,60,fall,10.14.2019,257,1600,YES,19.5,5.722,12.611,no.urine,0
A3woods60,A3woods60fall,A,3,woods,60,fall,10.14.2019,1596,1600,NO,19.5,5.722,12.611,no.urine,0
A3woods20,A3woods20fall,A,3,woods,20,fall,10.14.2019,1573,1600,NO,19.5,5.722,12.611,no.urine,0
A3edge0,A3edge0fall,A,3,edge,0,fall,10.14.2019,1586,1600,NO,19.5,5.722,12.611,no.urine,0
A3field20,A3field20fall,A,3,field,20,fall,10.14.2019,1588,1600,NO,19.5,5.722,12.611,no.urine,0
A3field60,A3field60fall,A,3,field,60,fall,10.14.2019,1204,1600,YES,19.5,5.722,12.611,no.urine,0
B1woods60,B1woods60fall,B,1,woods,60,fall,10.9.2019,1580,1600,NO,20.889,5.778,13.333,no.urine,0
B1woods20,B1woods20fall,B,1,woods,20,fall,10.9.2019,890,1600,YES,20.889,5.778,13.333,no.urine,0
B1edge0,B1edge0fall,B,1,edge,0,fall,10.9.2019,689,1600,YES,20.889,5.778,13.333,no.urine,0
B1field20,B1field20fall,B,1,field,20,fall,10.9.2019,1580,1600,NO,20.889,5.778,13.333,no.urine,0
B1field60,B1field60fall,B,1,field,60,fall,10.9.2019,1353,1600,YES,20.889,5.778,13.333,no.urine,0
B2woods60,B2woods60fall,B,2,woods,60,fall,10.9.2019,1575,1600,NO,20.889,5.778,13.333,no.urine,0
B2woods20,B2woods20fall,B,2,woods,20,fall,10.9.2019,1592,1600,NO,20.889,5.778,13.333,no.urine,0
B2edge0,B2edge0fall,B,2,edge,0,fall,10.9.2019,1569,1600,NO,20.889,5.778,13.333,no.urine,0
B2field20,B2field20fall,B,2,field,20,fall,10.9.2019,1571,1600,NO,20.889,5.778,13.333,no.urine,0
B2field60,B2field60fall,B,2,field,60,fall,10.9.2019,1583,1600,NO,20.889,5.778,13.333,no.urine,0
B3woods60,B3woods60fall,B,3,woods,60,fall,10.9.2019,1593,1600,NO,20.889,5.778,13.333,no.urine,0
B3woods20,B3woods20fall,B,3,woods,20,fall,10.9.2019,1595,1600,NO,20.889,5.778,13.333,no.urine,0
